,molecule_chembl_id,IC50,units,SMILES,pIC50,activity_label,ML_activity_label
2424,CHEMBL4639901,140.0,nM,Nc1ccccc1NC(=O)c1ccc(CNC(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)cc1,6.853871964321762,active,1
2425,CHEMBL5266442,140.0,nM,Cc1cc(CNCCCCCCC(=O)NO)ccc1F,6.853871964321762,active,1
2426,CHEMBL3526395,140.0,nM,C[C@@]12Nc3ccccc3[C@]1(O)CCN2Cc1ccc(/C=C/C(=O)NO)cc1,6.853871964321762,active,1
2427,CHEMBL257656,140.0,nM,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)c1cccnc1,6.853871964321762,active,1
2428,CHEMBL3664074,140.0,nM,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CNC(=O)Cc2cccnc2)cc1,6.853871964321762,active,1
2429,CHEMBL5182215,140.0,nM,C#CCN(C)CCCOc1ccc(NC(=O)CCCCCCC(=O)NO)cc1Cl,6.853871964321762,active,1
2430,CHEMBL481805,140.0,nM,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3ccn[nH]3)n2)cc1,6.853871964321762,active,1
2431,CHEMBL238213,140.0,nM,Nc1ccccc1NC(=O)c1ccc(N2CCN(C(=O)OCc3ccccc3)C3CCC32)nc1,6.853871964321762,active,1
2432,CHEMBL1808634,140.0,nM,Cn1cnc(S(=O)(=O)N2Cc3ccc(/C=C/C(=O)NO)cc3C2)c1,6.853871964321762,active,1
2433,CHEMBL515292,140.0,nM,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccc(OCCN4CCOCC4)c3)n2)cc1,6.853871964321762,active,1
2434,CHEMBL2177588,140.0,nM,CN1C[C@@H](C(=O)Nc2ccc(Cl)cc2)[C@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,6.853871964321762,active,1
2435,CHEMBL471455,140.0,nM,COP(=O)(Cc1cccc(C(=O)Nc2cc(-c3cccs3)ccc2N)c1)c1ccccc1,6.853871964321762,active,1
2436,CHEMBL4791172,140.0,nM,Nc1ccccc1NC(=O)c1ccc(CCCC(=O)Nc2ccc(C3CC3N)cc2)cc1,6.853871964321762,active,1
2437,CHEMBL561604,140.0,nM,O=C(CCCCCC(c1c[nH]c2ccc([N+](=O)[O-])cc12)c1c[nH]c2ccc([N+](=O)[O-])cc12)NO,6.853871964321762,active,1
2438,CHEMBL4645915,140.0,nM,O=C(CCCCCCNc1nc2cc(C(=O)O)ccc2c2cnccc12)NO.O=C(O)C(F)(F)F,6.853871964321762,active,1
2439,CHEMBL520084,140.0,nM,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3nccs3)n2)cc1,6.853871964321762,active,1
2440,CHEMBL1203958,140.0,nM,CC(=O)CCCCC[C@H](NC(=O)CCN1CCCCC1)C(=O)Nc1cnc2ccccc2c1.Cl.Cl,6.853871964321762,active,1
2441,CHEMBL3655999,140.0,nM,O=C(NO)c1cnc(NC2(c3ccccc3)CCC2)nc1,6.853871964321762,active,1
2442,CHEMBL3585970,140.0,nM,Cc1ccc(-c2noc(CCCCCCC(=O)Nc3ccccc3N)n2)cc1,6.853871964321762,active,1
2443,CHEMBL481297,141.0,nM,CCNC(=S)SCC(=O)c1ccc(NC(C)=O)cc1,6.85078088734462,active,1
2444,CHEMBL4874875,141.0,nM,N#Cc1ccc2c(c1)CCCN2Cc1ccc(C(=O)NO)cc1,6.85078088734462,active,1
2445,CHEMBL4098353,141.12,nM,COc1cc(C(=O)c2cn(Cc3ccc(/C=C/C(=O)NO)cc3)c3ccccc23)cc(OC)c1OC,6.850411432212256,active,1
2446,CHEMBL4800001,142.0,nM,Cn1cc(-c2ccccc2Oc2ccccc2)c2cc(C(=O)NCCCCC(=O)NO)[nH]c2c1=O,6.847711655616943,active,1
2447,CHEMBL4283513,142.0,nM,CN1CCN(CC(=O)Nc2ccc(-c3ccnc(Nc4ccc(OCCCCCCC(=O)NO)cc4)n3)cc2)CC1,6.847711655616943,active,1
2448,CHEMBL5079915,142.0,nM,CCc1c(C(=O)Nc2cc(/C=C/C(=O)NO)ccc2O)[nH]c(C)c1C(C)=O,6.847711655616943,active,1
2449,CHEMBL5208182,143.25,nM,O=C(/C=C/c1ccc(Cn2cc(C(=O)NC3C4CC5CC(C4)CC3C5)c3ccccc32)cc1)NO,6.843905369360573,active,1
2450,CHEMBL4090841,143.25,nM,CC(C)c1ccc(Nc2ncnc3cc(NC(=O)CCCCCCC(=O)NO)sc23)cc1,6.843905369360573,active,1
2451,CHEMBL4854659,144.0,nM,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(c4ccc(C(=O)NO)cn4)CC3)c2cc1OC,6.841637507904751,active,1
2452,CHEMBL5083330,144.7,nM,O=C(CCCCCn1cc(Nc2ncc3ccn(Cc4ccccc4F)c3n2)cn1)NO,6.8395314688809625,active,1
2453,CHEMBL2442799,145.0,nM,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3ccccc3OCCCCCC(=O)NO)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,6.838631997765025,active,1
2454,CHEMBL4299449,145.0,nM,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(O)C[C@@H](C)CN(Cc2ccc(-c3cn(CCCCCC(=O)NO)nn3)cc2)[C@@H](C)[C@@H](O)[C@]1(C)O,6.838631997765025,active,1
2455,CHEMBL4283921,145.0,nM,CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(OCCCCCCC(=O)NO)cc3)n2)cc1.Cl,6.838631997765025,active,1
2456,CHEMBL1083440,145.0,nM,O=C(CCCCCCNC(=O)NC(=O)c1ccccc1)NO,6.838631997765025,active,1
2457,CHEMBL248384,145.0,nM,O=C(NO)c1cc2cc(CNCc3ccccc3)ccc2s1,6.838631997765025,active,1
2458,CHEMBL3335301,145.0,nM,O=C(CCCCc1ccn(Cc2cccc(Nc3ccccc3)c2)n1)NO,6.838631997765025,active,1
2459,CHEMBL3287250,145.25,nM,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,6.837883858937632,active,1
2460,CHEMBL5199428,145.3,nM,Nc1nc(-c2ccco2)c2cnn(CCc3ccc(C(=O)Nc4ccccc4N)cc3)c2n1,6.837734385701978,active,1
2461,CHEMBL3648308,146.0,nM,Cn1c(CNC(=O)Cc2ccc(F)cc2)nc2cc(/C=C/C(=O)NO)ccc21,6.835647144215563,active,1
2462,CHEMBL3655975,147.0,nM,O=C(NO)c1cnc(NC2(c3cccs3)CC2)nc1,6.8326826652518236,active,1
2463,CHEMBL4854447,147.0,nM,COc1cc2c(NC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,6.8326826652518236,active,1
2464,CHEMBL3960364,147.0,nM,O=C(CCCCNC(=O)c1nc(-c2nc3c(s2)CCCCCC3)sc1C1CC1)NO,6.8326826652518236,active,1
2465,CHEMBL4562808,147.5,nM,COc1cc(OC)cc(C(=O)N(CCC(=O)NCc2ccccc2)Cc2ccc(C(=O)NO)cc2)c1,6.831207979685818,active,1
2466,CHEMBL5079395,148.0,nM,Nc1ccccc1NC(=O)c1ccc(CSc2nc(Nc3cc[nH]n3)c3cccn3n2)cc1,6.8297382846050425,active,1
2467,CHEMBL4177129,148.0,nM,O=C(NO)c1ccc(CN(CCCCO)C(=O)Nc2ccccc2)cc1,6.8297382846050425,active,1
2468,CHEMBL4792339,148.49,nM,COc1cc2c(Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4Cl)cc3)ccnc2cc1OCCCCCCC(=O)NO,6.828302792751164,active,1
2469,CHEMBL3656004,149.0,nM,O=C(NO)c1cnc(NC2(c3ccc(C(F)(F)F)cc3)CC2)nc1,6.826813731587726,active,1
2470,CHEMBL1093042,149.0,nM,CCc1ccc(NC(=O)CCCCC(=O)NO)cc1,6.826813731587726,active,1
2471,CHEMBL237328,149.0,nM,CC1(C)CN(c2ccc(C(=O)Nc3ccccc3N)cn2)CCN1S(=O)(=O)c1ccccc1,6.826813731587726,active,1
2472,CHEMBL5279952,149.7,nM,O=C(NO)c1ccc(Cn2cnc(-c3cccc(-c4ccccc4)c3)n2)cc1,6.824778199656948,active,1
2473,CHEMBL4649382,150.0,nM,CN1CCC(C(=O)N[C@@H](CCCCCC(=O)c2ccccn2)c2ncc(-c3ccccc3)[nH]2)CC1,6.823908740944319,active,1
2474,CHEMBL2436596,150.0,nM,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2coc(n2)CNC(=O)C[C@@H](/C=C/CCSSCC/C=C/[C@@H]2CC(=O)NCc3nc(co3)C3=N[C@@](C)(CS3)C(=O)N[C@@H](C(C)C)C(=O)O2)OC1=O,6.823908740944319,active,1
2475,CHEMBL385550,150.0,nM,COC(=O)CCCCC[C@H](NC(=O)Cc1c(C)[nH]c2ccc(OC)cc12)C(=O)NCCc1c(-c2ccccc2)[nH]c2ccccc12,6.823908740944319,active,1
2476,CHEMBL1808627,150.0,nM,CCCCS(=O)(=O)N1Cc2ccc(/C=C/C(=O)NO)cc2C1,6.823908740944319,active,1
2477,CHEMBL3818594,150.0,nM,Cc1noc(C)c1-c1cc(NC(=O)CCCCCCC(=O)NO)cc(C(=O)c2ccccc2)c1,6.823908740944319,active,1
2478,CHEMBL5196257,150.0,nM,CCN1CCN(c2cc(Nc3ncc(C(=O)Nc4ccccc4N)s3)ncn2)CC1,6.823908740944319,active,1
2479,CHEMBL475391,150.0,nM,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1nc(-c2ccc(Cl)cc2)cs1,6.823908740944319,active,1
2480,CHEMBL3689874,150.0,nM,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CC(CC)CC,6.823908740944319,active,1
2481,CHEMBL3818026,150.0,nM,Cc1noc(C)c1-c1cc(NC(=O)CCCCCC(=O)NO)cc(C(=O)c2ccccc2)c1,6.823908740944319,active,1
2482,CHEMBL3759322,150.0,nM,O=C(NCCCCCCS)c1cc(-c2c[nH]c3ccccc23)n[nH]1,6.823908740944319,active,1
2483,CHEMBL4454646,150.0,nM,Cc1noc(C)c1-c1ccc2c(c1)c(Cc1ccc(F)cc1)cn2CCCCCCC(=O)NO,6.823908740944319,active,1
2484,CHEMBL3220922,150.0,nM,CC(=O)N1c2ccc(-c3ccc(NC(=O)CCCCCCC(=O)NO)cc3)cc2[C@H](NC(=O)OC(C)C)C[C@@H]1C,6.823908740944319,active,1
2485,CHEMBL4079901,150.0,nM,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCCCC(=O)NO)c(C)c3)nc2c1,6.823908740944319,active,1
2486,CHEMBL5076638,150.0,nM,O=C(CCCCCCC(=O)Nc1ccc(C(=O)NC2CCNCC2)cc1)NO,6.823908740944319,active,1
2487,CHEMBL569288,150.0,nM,CCC(=O)CCCCC[C@@H]1NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCCCC(=O)CC)NC1=O,6.823908740944319,active,1
2488,CHEMBL3664093,150.0,nM,O=C(Nc1cc(-c2ccccc2)ccc1O)c1ccc(CNC2CCCC2)cc1,6.823908740944319,active,1
2489,CHEMBL4791990,150.0,nM,O=C(CCCCOc1ccccc1C(=O)Nc1cccc2[nH]cnc12)NO,6.823908740944319,active,1
2490,CHEMBL1808633,150.0,nM,O=C(/C=C/c1ccc2c(c1)CN(S(=O)(=O)c1cccnc1)C2)NO,6.823908740944319,active,1
2491,CHEMBL2158743,150.0,nM,CC(=O)SCCCCC[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCCCSC(C)=O)NC(=O)C(C)(C)NC1=O,6.823908740944319,active,1
2492,CHEMBL5284623,150.0,nM,CCN1CCN(Cc2cc(Nc3ncc(C(=O)Nc4ccccc4N)s3)nc(C)n2)CC1,6.823908740944319,active,1
2493,CHEMBL4847663,150.0,nM,NC(=O)c1ccc2c(c1)CCCCN2Cc1ccc(C(=O)NO)cc1,6.823908740944319,active,1
2494,CHEMBL3689762,150.0,nM,COc1cc(Nc2c(CCc3ccccc3)nc3ccc(/C=C/C(=O)NO)cn23)cc(OC)c1OC,6.823908740944319,active,1
2495,CHEMBL5204164,150.0,nM,COc1cc2ncnc(Nc3cccc(/C=C/C(=O)NO)c3)c2cc1OCCCN1CCOCC1,6.823908740944319,active,1
2496,CHEMBL1830393,150.0,nM,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CC(C)(C)CN(C)C,6.823908740944319,active,1
2497,CHEMBL5090092,150.0,nM,CN1c2ccc(F)cc2C(=O)N2CCc3c([nH]c4ccc(OCCCCCCCC(=O)NO)cc34)C21,6.823908740944319,active,1
2498,CHEMBL5219197,150.0,nM,CCN1CCN(c2cc(Nc3ncc(C(=O)Nc4ccccc4N)s3)nc(C)n2)CC1,6.823908740944319,active,1
2499,CHEMBL4290191,150.0,nM,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OCCCCCC(=O)NCCSSCCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N\O,6.823908740944319,active,1
2500,CHEMBL5088034,150.0,nM,O=C(CCCSC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1cccc2ccccc12)NO,6.823908740944319,active,1
2501,CHEMBL3675765,151.0,nM,O=C(CCCCCCN(c1ccccn1)c1cc(OCc2ccccc2)ccn1)NO,6.82102305270683,active,1
2502,CHEMBL5171906,151.0,nM,Nc1nc(-c2ccco2)c2cnn(Cc3cccc(OCCCCC(=O)NO)c3)c2n1,6.82102305270683,active,1
2503,CHEMBL2179618,151.0,nM,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,6.82102305270683,active,1
2504,CHEMBL227118,152.0,nM,O=C(CCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2)NO,6.818156412055227,active,1
2505,CHEMBL3334993,152.0,nM,O=C(NO)c1ccc(N2CCN(c3cnc4ccccc4c3)C2=O)cc1,6.818156412055227,active,1
2506,CHEMBL5087290,152.0,nM,Cc1cc(Nc2nc(SCc3ccc(C(=O)Nc4ccccc4N)cc3)nn3cccc23)n[nH]1,6.818156412055227,active,1
2507,CHEMBL98911,153.0,nM,O=C(CCCCCCC(=O)c1cccnc1)NO,6.815308569182402,active,1
2508,CHEMBL3648309,153.0,nM,CN(C)CCCCN1c2ccc(/C=C/C(=O)NO)cc2NC1CCc1ccccc1,6.815308569182402,active,1
2509,CHEMBL4577107,153.91,nM,O=C(/C=C/c1cccn(CCc2ccc3ccccc3c2)c1=O)NO,6.812733161820706,active,1
2510,CHEMBL3593304,154.0,nM,Nc1ccccc1NC(=O)c1ccc(CCNC(=O)/C=C/c2cnc3cccnn23)cc1,6.812479279163537,active,1
2511,CHEMBL2312461,154.0,nM,Nc1ccccc1NC(=O)c1ccc(CCNc2nccc(-c3cnc4ncccn34)n2)cc1,6.812479279163537,active,1
2512,CHEMBL3652243,155.0,nM,COc1cc(Nc2ncc(C(=O)NO)cn2)cc(OC)c1,6.809668301829708,active,1
2513,CHEMBL1830415,155.0,nM,CCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,6.809668301829708,active,1
2514,CHEMBL245554,155.0,nM,O=C(NO)c1cc2cc(NCCc3ccccc3)ccc2s1,6.809668301829708,active,1
2515,CHEMBL4295224,155.0,nM,CC(=O)Nc1ccc(-c2nc(Nc3cccc(OCCCCCCC(=O)NO)c3)ncc2C)cc1,6.809668301829708,active,1
2516,CHEMBL5198411,155.5,nM,O=C(CCCCCCNC(=O)c1ccc(NC(=O)COCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1)NO,6.808269606637143,active,1
2517,CHEMBL5194529,156.0,nM,COc1ccccc1CN1C(=O)C2=C(CCN(Cc3ccc(C(=O)Nc4ccccc4N)cc3)C2)N2CCN=C12,6.806875401645538,active,1
2518,CHEMBL4214018,156.0,nM,Cn1cc(-c2ccc(=O)n(CCOc3ccnc4cc(OCc5ccc(C(=O)Nc6ccccc6N)cc5)ccc34)n2)cn1,6.806875401645538,active,1
2519,CHEMBL5186206,157.0,nM,COc1cc(OC)cc(N(CCCCC(=O)NO)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,6.804100347590766,active,1
2520,CHEMBL4066975,157.62,nM,COc1ccc(C(=O)c2cn(Cc3ccc(C(=O)NO)cc3)c3cc(OC)ccc23)cc1,6.802388676830286,active,1
2521,CHEMBL3675756,158.0,nM,O=C(CCCCC=C(c1ccccn1)c1ccccn1)NO,6.801342913045577,active,1
2522,CHEMBL1830408,158.0,nM,CCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1C1CCCN(C)C1,6.801342913045577,active,1
2523,CHEMBL523601,158.0,nM,O=C(/C=C/c1ccc2c(c1)nc(CCc1ccccc1)n2CCCn1ccnc1)NO,6.801342913045577,active,1
2524,CHEMBL3622730,158.0,nM,C/C=C1\NC(=O)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSC(=O)CCCCCCC)OC(=O)[C@H](C(C)C)NC1=O,6.801342913045577,active,1
2525,CHEMBL5209024,158.0,nM,CN(C)c1ccc(C(=O)N(CC(=O)NC(C)(C)C)Cc2ccc(C(=O)NO)cc2F)cc1,6.801342913045577,active,1
2526,CHEMBL5080630,158.5,nM,CN(CCc1ccc(C(=O)NO)cc1)c1nc(N)n2nc(-c3ccco3)nc2n1,6.79997073344623,active,1
2527,CHEMBL2347010,159.0,nM,C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O3)[C@H]2[C@@H](OC(=O)Nc2ccc(-c3cn(CCCCCCC(=O)NO)nn3)cc2)C1,6.798602875679548,active,1
2528,CHEMBL3704922,159.0,nM,C#Cc1ccc(NC(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]4C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O4)[C@H]32)cc1,6.798602875679548,active,1
2529,CHEMBL2381739,159.0,nM,COc1ccc(Br)c(Cn2cc(CCCCC(=O)NO)nn2)c1,6.798602875679548,active,1
2530,CHEMBL3655909,159.0,nM,O=C(NO)c1cnc(Nc2cc(F)cc(C(F)(F)F)c2)nc1,6.798602875679548,active,1
2531,CHEMBL270476,159.0,nM,O=C(CCCCCCN(CCCc1ccccc1)CCc1ccccc1)NO,6.798602875679548,active,1
2532,CHEMBL3770531,159.55,nM,O=C(NCCCCCC(=O)C(F)(F)F)c1nc(-c2nccs2)sc1C1CC1,6.7971031914704705,active,1
2533,CHEMBL4160840,160.0,nM,O=C(NO)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,6.795880017344075,active,1
2534,CHEMBL3689802,160.0,nM,CCCCNCc1c(C)nc2cc(/C=C/C(=O)NO)ccn12,6.795880017344075,active,1
2535,CHEMBL3774890,160.0,nM,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OCCCCCC(=O)NO,6.795880017344075,active,1
2536,CHEMBL1095076,160.0,nM,O=C(/C=C/c1cccc(-c2nc3ccccc3n2CC2CCNCC2)c1)NO,6.795880017344075,active,1
2537,CHEMBL4299468,160.0,nM,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@](O)(CN(C)C)[C@H](C)O2)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3ccc(-c4cn(CCCCCC(=O)NO)nn4)cc3)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,6.795880017344075,active,1
2538,CHEMBL523684,160.0,nM,O=C(/C=C/c1ccc(C(=O)Nc2cccc(Nc3ncc(-c4cccnc4)s3)c2)s1)NO,6.795880017344075,active,1
2539,CHEMBL140525,160.0,nM,O=CN(O)CCCCCC(C(=O)Nc1cnc2ccccc2c1)C(=O)Nc1cnc2ccccc2c1,6.795880017344075,active,1
2540,CHEMBL3689807,160.0,nM,CCCCNCc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,6.795880017344075,active,1
2541,CHEMBL3664122,160.0,nM,O=C(Nc1cc(-c2ccccc2)ccc1O)c1ccc(CNC2Cc3ccccc3C2)cc1,6.795880017344075,active,1
2542,CHEMBL499776,160.0,nM,Nc1ccccc1NC(=O)c1ccc(N2CCC3(CCNC3)CC2)nc1,6.795880017344075,active,1
2543,CHEMBL1808639,160.0,nM,O=C(/C=C/c1ccc2c(c1)CN(S(=O)(=O)c1cccc(C(F)(F)F)c1)C2)NO,6.795880017344075,active,1
2544,CHEMBL3648310,160.0,nM,CN(CCCCC1=CCCC=C1)c1ccc(/C=C/C(=O)NO)cc1N,6.795880017344075,active,1
2545,CHEMBL3356931,160.0,nM,O=C1CCC[C@@H](C(=O)N[C@@H](CCCCCS)C(=O)NC2CCCC2)N1,6.795880017344075,active,1
2546,CHEMBL3689872,160.0,nM,CCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1CN(CC)CC(C)(C)C,6.795880017344075,active,1
2547,CHEMBL255594,160.0,nM,Nc1ccc(-c2ccoc2)cc1NC(=O)c1cccnc1,6.795880017344075,active,1
2548,CHEMBL3689826,160.0,nM,CCC(CC)CNCc1c(C(C)(C)C)nc2cc(/C=C/C(=O)NO)ccn12,6.795880017344075,active,1
2549,CHEMBL5290012,160.0,nM,COc1cc2c(Nc3cccc(/C=C/C(=O)NO)c3)ncnc2cc1OCCCN1CCOCC1,6.795880017344075,active,1
2550,CHEMBL5287581,160.0,nM,Cc1c(NC(=O)NCCN2C(=O)S/C(=C\c3ccc([N+](=O)[O-])cc3)C2=O)c(=O)n(-c2ccccc2)n1C,6.795880017344075,active,1
2551,CHEMBL4764787,160.0,nM,COc1cc(CNc2nc(NCc3ccc(C(=O)Nc4ccccc4N)cc3)nc3[nH]ccc23)cc(OC)c1,6.795880017344075,active,1
2552,CHEMBL5173348,160.0,nM,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(CCCCOc5ccc(C(=O)NO)cc5)c4)nc3c2)c1,6.795880017344075,active,1
2553,CHEMBL470576,160.0,nM,CC(=O)CCCCC[C@H](NC(=O)c1cccc(C#N)c1)c1ncc(-c2ccccc2)[nH]1,6.795880017344075,active,1
2554,CHEMBL3655968,160.0,nM,O=C(NO)c1cnc(NC2(c3ccccc3C(F)(F)F)CC2)nc1,6.795880017344075,active,1
2555,CHEMBL479637,160.0,nM,N#Cc1ccc(-c2ccnc(NCc3ccc(C(=O)Nc4ccccc4N)cc3)n2)cn1,6.795880017344075,active,1
2556,CHEMBL4087968,160.0,nM,Nc1ccc(F)cc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1,6.795880017344075,active,1
2557,CHEMBL473836,160.0,nM,NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1nc(-c2ccccc2)cs1,6.795880017344075,active,1
2558,CHEMBL4793958,160.0,nM,COCCOc1cc2ncnc(Nc3ccc(/C=C/C(=O)NO)cc3)c2cc1OCCOC,6.795880017344075,active,1
2559,CHEMBL3689799,160.0,nM,CCCCNCc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,6.795880017344075,active,1
2560,CHEMBL3689783,160.0,nM,CCCCCCc1nc2cc(/C=C/C(=O)NO)ccn2c1NCCC(=O)NCC(F)(F)F,6.795880017344075,active,1
2561,CHEMBL3287260,160.0,nM,O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1-c1ccccc1Cl)NO,6.795880017344075,active,1
2562,CHEMBL1808638,160.0,nM,O=C(/C=C/c1ccc2c(c1)CN(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C2)NO,6.795880017344075,active,1
2563,CHEMBL474349,160.0,nM,CN(C)CCCCn1c(CCc2ccccc2)nc2cc(/C=C/C(=O)NO)ccc21,6.795880017344075,active,1
2564,CHEMBL5173745,161.0,nM,O=C(CCCCCCNC(=O)c1ccc(NC(=O)CCOCCOCCOCCNC(=O)COc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1)NO,6.79317412396815,active,1
2565,CHEMBL4471212,161.0,nM,O=C(/C=C/c1cccc(CNc2cc3c(cn2)[nH]c2ccccc23)c1)NO,6.79317412396815,active,1
2566,CHEMBL4856805,161.0,nM,CC1(C)CCc2cc(F)ccc2N1Cc1ccc(C(=O)NO)cc1,6.79317412396815,active,1
2567,CHEMBL1171465,161.3,nM,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2nc(cs2)C2=N[C@@](CC)(CS2)C(=O)N[C@@H](C(C)C)C(=O)O1,6.792365632611038,active,1
2568,CHEMBL489331,162.0,nM,CN(C)CCCn1c(CCc2ccccc2)nc2cc(/C=C/C(=O)NO)ccc21,6.790484985457369,active,1
2569,CHEMBL2448570,162.0,nM,CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2cc(OC)c3ccccc3n2)[nH]1,6.790484985457369,active,1
2570,CHEMBL5081907,162.5,nM,Nc1nc(NCc2ccc(OCCCCC(=O)NO)cc2)nc2nc(-c3ccco3)nn12,6.789146634685107,active,1
2571,CHEMBL5083849,163.0,nM,Cc1[nH]c(C(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2OCCCCCCCC(=O)NO)c2c1C(=O)CCCC2,6.787812395596042,active,1
2572,CHEMBL4539071,163.4,nM,CC(C)(NC(=O)c1nc(-c2nccs2)sc1C1CC1)c1ccc(C(=O)NO)cc1,6.786747947803604,active,1
2573,CHEMBL4776819,164.0,nM,Cn1cc(-c2cc(C(C)(C)O)ccc2Oc2ccc(F)cc2F)c2cc(C(=O)NCc3ccc(C(=O)Nc4ccccc4N)cc3)[nH]c2c1=O,6.785156151952302,active,1
2574,CHEMBL482765,164.0,nM,CCCC(=S)SCC(=O)c1ccc(NC(C)=O)cc1,6.785156151952302,active,1
2575,CHEMBL1830395,165.0,nM,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCCNC(C)C,6.782516055786093,active,1
2576,CHEMBL4781354,165.0,nM,Cc1c[nH]nc1Nc1nc(Cl)nc2c1ncn2Cc1ccc(C(=O)Nc2ccccc2N)cc1,6.782516055786093,active,1
2577,CHEMBL3827881,165.0,nM,CC(C)n1c(CN(C)c2ncc(C(=O)NO)cn2)nc2c(N3CCOCC3)nc(-c3ccc(N)cc3)nc21,6.782516055786093,active,1
2578,CHEMBL3622728,165.0,nM,C/C=C1\NC(=O)c2csc(n2)[C@@H](C(C)C)NC(=O)C[C@@H](/C=C/CCSC(=O)CCCCCCC)OC(=O)[C@H](C(C)C)NC1=O,6.782516055786093,active,1
2579,CHEMBL442585,165.0,nM,O=C(/C=C/c1ccc2c(c1)nc(COCc1ccccc1)n2CCCO)NO,6.782516055786093,active,1
2580,CHEMBL4470989,166.0,nM,COc1ccc(-c2cc(OCC(=O)NO)c3ncnc(C)c3c2)cn1,6.779891911959945,active,1
2581,CHEMBL3648286,166.0,nM,O=C(/C=C/c1ccc2c(c1)ncn2CCN1CCCCC1)NO,6.779891911959945,active,1
2582,CHEMBL4876815,166.0,nM,O=C(NO)c1ccc(CN2CCC[S+]([O-])c3ccccc32)cc1,6.779891911959945,active,1
